"","year","state","county_name","county_fips","party","candidatevotes","totalvotes"
"32964",2012,"ILLINOIS","HARDIN",17069,"DEMOCRAT",742,2330
"32965",2012,"ILLINOIS","HARDIN",17069,"REPUBLICAN",1535,2330
"32967",2012,"ILLINOIS","HENDERSON",17071,"DEMOCRAT",1978,3568
"32968",2012,"ILLINOIS","HENDERSON",17071,"REPUBLICAN",1541,3568
"32970",2012,"ILLINOIS","HENRY",17073,"DEMOCRAT",12332,24322
"32971",2012,"ILLINOIS","HENRY",17073,"REPUBLICAN",11583,24322
"32973",2012,"ILLINOIS","IROQUOIS",17075,"DEMOCRAT",3413,12784
"32974",2012,"ILLINOIS","IROQUOIS",17075,"REPUBLICAN",9120,12784
"32976",2012,"ILLINOIS","JACKSON",17077,"DEMOCRAT",13319,24012
"32977",2012,"ILLINOIS","JACKSON",17077,"REPUBLICAN",9864,24012
"32979",2012,"ILLINOIS","JASPER",17079,"DEMOCRAT",1436,5043
"32980",2012,"ILLINOIS","JASPER",17079,"REPUBLICAN",3514,5043
"32982",2012,"ILLINOIS","JEFFERSON",17081,"DEMOCRAT",6089,16320
"32983",2012,"ILLINOIS","JEFFERSON",17081,"REPUBLICAN",9811,16320
"32985",2012,"ILLINOIS","JERSEY",17083,"DEMOCRAT",3667,9959
"32986",2012,"ILLINOIS","JERSEY",17083,"REPUBLICAN",6039,9959
"32988",2012,"ILLINOIS","JO DAVIESS",17085,"DEMOCRAT",5667,11429
"32989",2012,"ILLINOIS","JO DAVIESS",17085,"REPUBLICAN",5534,11429
"32991",2012,"ILLINOIS","JOHNSON",17087,"DEMOCRAT",1572,5672
"32992",2012,"ILLINOIS","JOHNSON",17087,"REPUBLICAN",3963,5672
"32994",2012,"ILLINOIS","KANE",17089,"DEMOCRAT",90332,181642
"32995",2012,"ILLINOIS","KANE",17089,"REPUBLICAN",88335,181642
"32997",2012,"ILLINOIS","KANKAKEE",17091,"DEMOCRAT",21595,45509
"32998",2012,"ILLINOIS","KANKAKEE",17091,"REPUBLICAN",23136,45509
"33000",2012,"ILLINOIS","KENDALL",17093,"DEMOCRAT",22471,47295
"33001",2012,"ILLINOIS","KENDALL",17093,"REPUBLICAN",24047,47295
"33003",2012,"ILLINOIS","KNOX",17095,"DEMOCRAT",13451,23278
"33004",2012,"ILLINOIS","KNOX",17095,"REPUBLICAN",9408,23278
"33006",2012,"ILLINOIS","LAKE",17097,"DEMOCRAT",153757,287493
"33007",2012,"ILLINOIS","LAKE",17097,"REPUBLICAN",129764,287493
"33009",2012,"ILLINOIS","LASALLE",17099,"DEMOCRAT",23073,47259
"33010",2012,"ILLINOIS","LASALLE",17099,"REPUBLICAN",23256,47259
"33012",2012,"ILLINOIS","LAWRENCE",17101,"DEMOCRAT",2011,5989
"33013",2012,"ILLINOIS","LAWRENCE",17101,"REPUBLICAN",3857,5989
"33015",2012,"ILLINOIS","LEE",17103,"DEMOCRAT",6937,15301
"33016",2012,"ILLINOIS","LEE",17103,"REPUBLICAN",8059,15301
"33018",2012,"ILLINOIS","LIVINGSTON",17105,"DEMOCRAT",5020,15039
"33019",2012,"ILLINOIS","LIVINGSTON",17105,"REPUBLICAN",9753,15039
"33021",2012,"ILLINOIS","LOGAN",17107,"DEMOCRAT",3978,12053
"33022",2012,"ILLINOIS","LOGAN",17107,"REPUBLICAN",7844,12053
"33024",2012,"ILLINOIS","MCDONOUGH",17109,"DEMOCRAT",5967,12454
"33025",2012,"ILLINOIS","MCDONOUGH",17109,"REPUBLICAN",6147,12454
"33027",2012,"ILLINOIS","MCHENRY",17111,"DEMOCRAT",59797,133844
"33028",2012,"ILLINOIS","MCHENRY",17111,"REPUBLICAN",71598,133844
"33030",2012,"ILLINOIS","MCLEAN",17113,"DEMOCRAT",31883,73382
"33031",2012,"ILLINOIS","MCLEAN",17113,"REPUBLICAN",39947,73382
"33033",2012,"ILLINOIS","MACON",17115,"DEMOCRAT",22780,48899
"33034",2012,"ILLINOIS","MACON",17115,"REPUBLICAN",25309,48899
"33036",2012,"ILLINOIS","MACOUPIN",17117,"DEMOCRAT",9464,21010
"33037",2012,"ILLINOIS","MACOUPIN",17117,"REPUBLICAN",10946,21010
"33039",2012,"ILLINOIS","MADISON",17119,"DEMOCRAT",58922,122473
"33040",2012,"ILLINOIS","MADISON",17119,"REPUBLICAN",60608,122473
"33042",2012,"ILLINOIS","MARION",17121,"DEMOCRAT",6225,15764
"33043",2012,"ILLINOIS","MARION",17121,"REPUBLICAN",9248,15764
"33045",2012,"ILLINOIS","MARSHALL",17123,"DEMOCRAT",2455,5850
"33046",2012,"ILLINOIS","MARSHALL",17123,"REPUBLICAN",3290,5850
"33048",2012,"ILLINOIS","MASON",17125,"DEMOCRAT",2867,6272
"33049",2012,"ILLINOIS","MASON",17125,"REPUBLICAN",3265,6272
"33051",2012,"ILLINOIS","MASSAC",17127,"DEMOCRAT",2092,6495
"33052",2012,"ILLINOIS","MASSAC",17127,"REPUBLICAN",4278,6495
"33054",2012,"ILLINOIS","MENARD",17129,"DEMOCRAT",2100,6151
"33055",2012,"ILLINOIS","MENARD",17129,"REPUBLICAN",3948,6151
"33057",2012,"ILLINOIS","MERCER",17131,"DEMOCRAT",4507,8534
"33058",2012,"ILLINOIS","MERCER",17131,"REPUBLICAN",3876,8534
"33060",2012,"ILLINOIS","MONROE",17133,"DEMOCRAT",6215,17432
"33061",2012,"ILLINOIS","MONROE",17133,"REPUBLICAN",10888,17432
"33063",2012,"ILLINOIS","MONTGOMERY",17135,"DEMOCRAT",5058,12133
"33064",2012,"ILLINOIS","MONTGOMERY",17135,"REPUBLICAN",6776,12133
"33066",2012,"ILLINOIS","MORGAN",17137,"DEMOCRAT",5806,14096
"33067",2012,"ILLINOIS","MORGAN",17137,"REPUBLICAN",7972,14096
"33069",2012,"ILLINOIS","MOULTRIE",17139,"DEMOCRAT",2144,6057
"33070",2012,"ILLINOIS","MOULTRIE",17139,"REPUBLICAN",3784,6057
"33072",2012,"ILLINOIS","OGLE",17141,"DEMOCRAT",9514,23367
"33073",2012,"ILLINOIS","OGLE",17141,"REPUBLICAN",13422,23367
"33075",2012,"ILLINOIS","PEORIA",17143,"DEMOCRAT",40209,78411
"33076",2012,"ILLINOIS","PEORIA",17143,"REPUBLICAN",36774,78411
"33078",2012,"ILLINOIS","PERRY",17145,"DEMOCRAT",3819,9549
"33079",2012,"ILLINOIS","PERRY",17145,"REPUBLICAN",5507,9549
"33081",2012,"ILLINOIS","PIATT",17147,"DEMOCRAT",3090,8707
"33082",2012,"ILLINOIS","PIATT",17147,"REPUBLICAN",5413,8707
"33084",2012,"ILLINOIS","PIKE",17149,"DEMOCRAT",2278,7286
"33085",2012,"ILLINOIS","PIKE",17149,"REPUBLICAN",4860,7286
"33087",2012,"ILLINOIS","POPE",17151,"DEMOCRAT",650,2222
"33088",2012,"ILLINOIS","POPE",17151,"REPUBLICAN",1512,2222
"33090",2012,"ILLINOIS","PULASKI",17153,"DEMOCRAT",1389,3003
"33091",2012,"ILLINOIS","PULASKI",17153,"REPUBLICAN",1564,3003
"33093",2012,"ILLINOIS","PUTNAM",17155,"DEMOCRAT",1559,3135
"33094",2012,"ILLINOIS","PUTNAM",17155,"REPUBLICAN",1502,3135
"33096",2012,"ILLINOIS","RANDOLPH",17157,"DEMOCRAT",5759,14392
"33097",2012,"ILLINOIS","RANDOLPH",17157,"REPUBLICAN",8290,14392
"33099",2012,"ILLINOIS","RICHLAND",17159,"DEMOCRAT",2362,7282
"33100",2012,"ILLINOIS","RICHLAND",17159,"REPUBLICAN",4756,7282
"33102",2012,"ILLINOIS","ROCK ISLAND",17161,"DEMOCRAT",39157,65016
"33103",2012,"ILLINOIS","ROCK ISLAND",17161,"REPUBLICAN",24934,65016
"33105",2012,"ILLINOIS","ST. CLAIR",17163,"DEMOCRAT",67285,119466
"33106",2012,"ILLINOIS","ST. CLAIR",17163,"REPUBLICAN",50125,119466
"33108",2012,"ILLINOIS","SALINE",17165,"DEMOCRAT",3701,10720
"33109",2012,"ILLINOIS","SALINE",17165,"REPUBLICAN",6806,10720
"33111",2012,"ILLINOIS","SANGAMON",17167,"DEMOCRAT",42107,94297
"33112",2012,"ILLINOIS","SANGAMON",17167,"REPUBLICAN",50225,94297
"33114",2012,"ILLINOIS","SCHUYLER",17169,"DEMOCRAT",1727,3890
"33115",2012,"ILLINOIS","SCHUYLER",17169,"REPUBLICAN",2069,3890
"33117",2012,"ILLINOIS","SCOTT",17171,"DEMOCRAT",910,2555
"33118",2012,"ILLINOIS","SCOTT",17171,"REPUBLICAN",1587,2555
"33120",2012,"ILLINOIS","SHELBY",17173,"DEMOCRAT",3342,10395
"33121",2012,"ILLINOIS","SHELBY",17173,"REPUBLICAN",6843,10395
"33123",2012,"ILLINOIS","STARK",17175,"DEMOCRAT",1095,2662
"33124",2012,"ILLINOIS","STARK",17175,"REPUBLICAN",1528,2662
"33126",2012,"ILLINOIS","STEPHENSON",17177,"DEMOCRAT",10165,21055
"33127",2012,"ILLINOIS","STEPHENSON",17177,"REPUBLICAN",10512,21055
"33129",2012,"ILLINOIS","TAZEWELL",17179,"DEMOCRAT",24438,61048
"33130",2012,"ILLINOIS","TAZEWELL",17179,"REPUBLICAN",35335,61048
"33132",2012,"ILLINOIS","UNION",17181,"DEMOCRAT",3137,8282
"33133",2012,"ILLINOIS","UNION",17181,"REPUBLICAN",4957,8282
"33135",2012,"ILLINOIS","VERMILION",17183,"DEMOCRAT",12878,30314
"33136",2012,"ILLINOIS","VERMILION",17183,"REPUBLICAN",16892,30314
"33138",2012,"ILLINOIS","WABASH",17185,"DEMOCRAT",1590,5134
"33139",2012,"ILLINOIS","WABASH",17185,"REPUBLICAN",3478,5134
"33141",2012,"ILLINOIS","WARREN",17187,"DEMOCRAT",4044,7793
"33142",2012,"ILLINOIS","WARREN",17187,"REPUBLICAN",3618,7793
"33144",2012,"ILLINOIS","WASHINGTON",17189,"DEMOCRAT",2450,7405
"33145",2012,"ILLINOIS","WASHINGTON",17189,"REPUBLICAN",4792,7405
"33147",2012,"ILLINOIS","WAYNE",17191,"DEMOCRAT",1514,7680
"33148",2012,"ILLINOIS","WAYNE",17191,"REPUBLICAN",5988,7680
"33150",2012,"ILLINOIS","WHITE",17193,"DEMOCRAT",2188,7064
"33151",2012,"ILLINOIS","WHITE",17193,"REPUBLICAN",4731,7064
"33153",2012,"ILLINOIS","WHITESIDE",17195,"DEMOCRAT",14833,25654
"33154",2012,"ILLINOIS","WHITESIDE",17195,"REPUBLICAN",10334,25654
"33156",2012,"ILLINOIS","WILL",17197,"DEMOCRAT",144229,277387
"33157",2012,"ILLINOIS","WILL",17197,"REPUBLICAN",128969,277387
"33159",2012,"ILLINOIS","WILLIAMSON",17199,"DEMOCRAT",10647,29143
"33160",2012,"ILLINOIS","WILLIAMSON",17199,"REPUBLICAN",17909,29143
"33162",2012,"ILLINOIS","WINNEBAGO",17201,"DEMOCRAT",61732,118984
"33163",2012,"ILLINOIS","WINNEBAGO",17201,"REPUBLICAN",55138,118984
"33165",2012,"ILLINOIS","WOODFORD",17203,"DEMOCRAT",5572,18874
"33166",2012,"ILLINOIS","WOODFORD",17203,"REPUBLICAN",12961,18874
"33168",2012,"INDIANA","ADAMS",18001,"DEMOCRAT",3806,13011
"33169",2012,"INDIANA","ADAMS",18001,"REPUBLICAN",8937,13011
"33171",2012,"INDIANA","ALLEN",18003,"DEMOCRAT",60036,146939
"33172",2012,"INDIANA","ALLEN",18003,"REPUBLICAN",84613,146939
"33174",2012,"INDIANA","BARTHOLOMEW",18005,"DEMOCRAT",10625,29326
"33175",2012,"INDIANA","BARTHOLOMEW",18005,"REPUBLICAN",18083,29326
"33177",2012,"INDIANA","BENTON",18007,"DEMOCRAT",1159,3578
"33178",2012,"INDIANA","BENTON",18007,"REPUBLICAN",2329,3578
"33180",2012,"INDIANA","BLACKFORD",18009,"DEMOCRAT",1927,4743
"33181",2012,"INDIANA","BLACKFORD",18009,"REPUBLICAN",2711,4743
"33183",2012,"INDIANA","BOONE",18011,"DEMOCRAT",8328,27737
"33184",2012,"INDIANA","BOONE",18011,"REPUBLICAN",18808,27737
"33186",2012,"INDIANA","BROWN",18013,"DEMOCRAT",3060,7604
"33187",2012,"INDIANA","BROWN",18013,"REPUBLICAN",4332,7604
"33189",2012,"INDIANA","CARROLL",18015,"DEMOCRAT",2635,7810
"33190",2012,"INDIANA","CARROLL",18015,"REPUBLICAN",4999,7810
"33192",2012,"INDIANA","CASS",18017,"DEMOCRAT",5371,14161
"33193",2012,"INDIANA","CASS",18017,"REPUBLICAN",8443,14161
"33195",2012,"INDIANA","CLARK",18019,"DEMOCRAT",20807,47146
"33196",2012,"INDIANA","CLARK",18019,"REPUBLICAN",25450,47146
"33198",2012,"INDIANA","CLAY",18021,"DEMOCRAT",3460,10784
"33199",2012,"INDIANA","CLAY",18021,"REPUBLICAN",7096,10784
"33201",2012,"INDIANA","CLINTON",18023,"DEMOCRAT",3308,9883
"33202",2012,"INDIANA","CLINTON",18023,"REPUBLICAN",6338,9883
"33204",2012,"INDIANA","CRAWFORD",18025,"DEMOCRAT",2041,4590
"33205",2012,"INDIANA","CRAWFORD",18025,"REPUBLICAN",2421,4590
"33207",2012,"INDIANA","DAVIESS",18027,"DEMOCRAT",2437,10250
"33208",2012,"INDIANA","DAVIESS",18027,"REPUBLICAN",7638,10250
"33210",2012,"INDIANA","DEARBORN",18029,"DEMOCRAT",6528,22356
"33211",2012,"INDIANA","DEARBORN",18029,"REPUBLICAN",15394,22356
"33213",2012,"INDIANA","DECATUR",18031,"DEMOCRAT",2941,10308
"33214",2012,"INDIANA","DECATUR",18031,"REPUBLICAN",7119,10308
"33216",2012,"INDIANA","DEKALB",18033,"DEMOCRAT",5419,16328
"33217",2012,"INDIANA","DEKALB",18033,"REPUBLICAN",10587,16328
"33219",2012,"INDIANA","DELAWARE",18035,"DEMOCRAT",22654,44968
"33220",2012,"INDIANA","DELAWARE",18035,"REPUBLICAN",21251,44968
"33222",2012,"INDIANA","DUBOIS",18037,"DEMOCRAT",6522,18542
"33223",2012,"INDIANA","DUBOIS",18037,"REPUBLICAN",11654,18542
"33225",2012,"INDIANA","ELKHART",18039,"DEMOCRAT",24399,67852
"33226",2012,"INDIANA","ELKHART",18039,"REPUBLICAN",42378,67852
"33228",2012,"INDIANA","FAYETTE",18041,"DEMOCRAT",3555,8837
"33229",2012,"INDIANA","FAYETTE",18041,"REPUBLICAN",5045,8837
"33231",2012,"INDIANA","FLOYD",18043,"DEMOCRAT",14812,35305
"33232",2012,"INDIANA","FLOYD",18043,"REPUBLICAN",19878,35305
"33234",2012,"INDIANA","FOUNTAIN",18045,"DEMOCRAT",2237,7111
"33235",2012,"INDIANA","FOUNTAIN",18045,"REPUBLICAN",4664,7111
"33237",2012,"INDIANA","FRANKLIN",18047,"DEMOCRAT",2909,10560
"33238",2012,"INDIANA","FRANKLIN",18047,"REPUBLICAN",7424,10560
"33240",2012,"INDIANA","FULTON",18049,"DEMOCRAT",2621,8126
"33241",2012,"INDIANA","FULTON",18049,"REPUBLICAN",5317,8126
"33243",2012,"INDIANA","GIBSON",18051,"DEMOCRAT",4928,14721
"33244",2012,"INDIANA","GIBSON",18051,"REPUBLICAN",9487,14721
"33246",2012,"INDIANA","GRANT",18053,"DEMOCRAT",9589,25285
"33247",2012,"INDIANA","GRANT",18053,"REPUBLICAN",15151,25285
"33249",2012,"INDIANA","GREENE",18055,"DEMOCRAT",4350,13111
"33250",2012,"INDIANA","GREENE",18055,"REPUBLICAN",8457,13111
"33252",2012,"INDIANA","HAMILTON",18057,"DEMOCRAT",43796,136863
"33253",2012,"INDIANA","HAMILTON",18057,"REPUBLICAN",90747,136863
"33255",2012,"INDIANA","HANCOCK",18059,"DEMOCRAT",9319,32843
"33256",2012,"INDIANA","HANCOCK",18059,"REPUBLICAN",22796,32843
"33258",2012,"INDIANA","HARRISON",18061,"DEMOCRAT",6607,17671
"33259",2012,"INDIANA","HARRISON",18061,"REPUBLICAN",10640,17671
"33261",2012,"INDIANA","HENDRICKS",18063,"DEMOCRAT",21112,66644
"33262",2012,"INDIANA","HENDRICKS",18063,"REPUBLICAN",44312,66644
"33264",2012,"INDIANA","HENRY",18065,"DEMOCRAT",7613,19007
"33265",2012,"INDIANA","HENRY",18065,"REPUBLICAN",10838,19007
"33267",2012,"INDIANA","HOWARD",18067,"DEMOCRAT",15135,36290
"33268",2012,"INDIANA","HOWARD",18067,"REPUBLICAN",20327,36290
"33270",2012,"INDIANA","HUNTINGTON",18069,"DEMOCRAT",4596,15765
"33271",2012,"INDIANA","HUNTINGTON",18069,"REPUBLICAN",10862,15765
"33273",2012,"INDIANA","JACKSON",18071,"DEMOCRAT",5838,16712
"33274",2012,"INDIANA","JACKSON",18071,"REPUBLICAN",10419,16712
"33276",2012,"INDIANA","JASPER",18073,"DEMOCRAT",4672,12896
"33277",2012,"INDIANA","JASPER",18073,"REPUBLICAN",7955,12896
"33279",2012,"INDIANA","JAY",18075,"DEMOCRAT",3063,7901
"33280",2012,"INDIANA","JAY",18075,"REPUBLICAN",4645,7901
"33282",2012,"INDIANA","JEFFERSON",18077,"DEMOCRAT",5728,13126
"33283",2012,"INDIANA","JEFFERSON",18077,"REPUBLICAN",7096,13126
"33285",2012,"INDIANA","JENNINGS",18079,"DEMOCRAT",3821,10250
"33286",2012,"INDIANA","JENNINGS",18079,"REPUBLICAN",6120,10250
"33288",2012,"INDIANA","JOHNSON",18081,"DEMOCRAT",17260,57964
"33289",2012,"INDIANA","JOHNSON",18081,"REPUBLICAN",39513,57964
"33291",2012,"INDIANA","KNOX",18083,"DEMOCRAT",5228,15145
"33292",2012,"INDIANA","KNOX",18083,"REPUBLICAN",9612,15145
"33294",2012,"INDIANA","KOSCIUSKO",18085,"DEMOCRAT",6862,30060
"33295",2012,"INDIANA","KOSCIUSKO",18085,"REPUBLICAN",22558,30060
"33297",2012,"INDIANA","LAGRANGE",18087,"DEMOCRAT",2898,9316
"33298",2012,"INDIANA","LAGRANGE",18087,"REPUBLICAN",6231,9316
"33300",2012,"INDIANA","LAKE",18089,"DEMOCRAT",130897,201758
"33301",2012,"INDIANA","LAKE",18089,"REPUBLICAN",68431,201758
"33303",2012,"INDIANA","LAPORTE",18091,"DEMOCRAT",24107,43681
"33304",2012,"INDIANA","LAPORTE",18091,"REPUBLICAN",18615,43681
"33306",2012,"INDIANA","LAWRENCE",18093,"DEMOCRAT",5779,17822
"33307",2012,"INDIANA","LAWRENCE",18093,"REPUBLICAN",11622,17822
"33309",2012,"INDIANA","MADISON",18095,"DEMOCRAT",24407,52370
"33310",2012,"INDIANA","MADISON",18095,"REPUBLICAN",26769,52370
"33312",2012,"INDIANA","MARION",18097,"DEMOCRAT",216336,359009
"33313",2012,"INDIANA","MARION",18097,"REPUBLICAN",136509,359009
"33315",2012,"INDIANA","MARSHALL",18099,"DEMOCRAT",6137,17765
"33316",2012,"INDIANA","MARSHALL",18099,"REPUBLICAN",11260,17765
"33318",2012,"INDIANA","MARTIN",18101,"DEMOCRAT",1351,4743
"33319",2012,"INDIANA","MARTIN",18101,"REPUBLICAN",3262,4743
"33321",2012,"INDIANA","MIAMI",18103,"DEMOCRAT",4222,12781
"33322",2012,"INDIANA","MIAMI",18103,"REPUBLICAN",8174,12781
"33324",2012,"INDIANA","MONROE",18105,"DEMOCRAT",33436,57223
"33325",2012,"INDIANA","MONROE",18105,"REPUBLICAN",22481,57223
"33327",2012,"INDIANA","MONTGOMERY",18107,"DEMOCRAT",4271,14440
"33328",2012,"INDIANA","MONTGOMERY",18107,"REPUBLICAN",9824,14440
"33330",2012,"INDIANA","MORGAN",18109,"DEMOCRAT",7969,28266
"33331",2012,"INDIANA","MORGAN",18109,"REPUBLICAN",19591,28266
"33333",2012,"INDIANA","NEWTON",18111,"DEMOCRAT",2212,5654
"33334",2012,"INDIANA","NEWTON",18111,"REPUBLICAN",3291,5654
"33336",2012,"INDIANA","NOBLE",18113,"DEMOCRAT",5229,16244
"33337",2012,"INDIANA","NOBLE",18113,"REPUBLICAN",10680,16244
"33339",2012,"INDIANA","OHIO",18115,"DEMOCRAT",994,2819
"33340",2012,"INDIANA","OHIO",18115,"REPUBLICAN",1759,2819
"33342",2012,"INDIANA","ORANGE",18117,"DEMOCRAT",2939,7776
"33343",2012,"INDIANA","ORANGE",18117,"REPUBLICAN",4617,7776
"33345",2012,"INDIANA","OWEN",18119,"DEMOCRAT",2823,8113
"33346",2012,"INDIANA","OWEN",18119,"REPUBLICAN",5062,8113
"33348",2012,"INDIANA","PARKE",18121,"DEMOCRAT",2110,6515
"33349",2012,"INDIANA","PARKE",18121,"REPUBLICAN",4234,6515
"33351",2012,"INDIANA","PERRY",18123,"DEMOCRAT",4316,7875
"33352",2012,"INDIANA","PERRY",18123,"REPUBLICAN",3403,7875
"33354",2012,"INDIANA","PIKE",18125,"DEMOCRAT",2125,5926
"33355",2012,"INDIANA","PIKE",18125,"REPUBLICAN",3627,5926
"33357",2012,"INDIANA","PORTER",18127,"DEMOCRAT",37252,73039
"33358",2012,"INDIANA","PORTER",18127,"REPUBLICAN",34406,73039
"33360",2012,"INDIANA","POSEY",18129,"DEMOCRAT",4533,12226
"33361",2012,"INDIANA","POSEY",18129,"REPUBLICAN",7430,12226
"33363",2012,"INDIANA","PULASKI",18131,"DEMOCRAT",1899,5399
"33364",2012,"INDIANA","PULASKI",18131,"REPUBLICAN",3366,5399
"33366",2012,"INDIANA","PUTNAM",18133,"DEMOCRAT",4507,13829
"33367",2012,"INDIANA","PUTNAM",18133,"REPUBLICAN",9005,13829
"33369",2012,"INDIANA","RANDOLPH",18135,"DEMOCRAT",3769,10189
"33370",2012,"INDIANA","RANDOLPH",18135,"REPUBLICAN",6218,10189
"33372",2012,"INDIANA","RIPLEY",18137,"DEMOCRAT",3241,10983
"33373",2012,"INDIANA","RIPLEY",18137,"REPUBLICAN",7484,10983
"33375",2012,"INDIANA","RUSH",18139,"DEMOCRAT",2221,7026
"33376",2012,"INDIANA","RUSH",18139,"REPUBLICAN",4633,7026
"33378",2012,"INDIANA","ST. JOSEPH",18141,"DEMOCRAT",56460,110704
"33379",2012,"INDIANA","ST. JOSEPH",18141,"REPUBLICAN",52578,110704
"33381",2012,"INDIANA","SCOTT",18143,"DEMOCRAT",3998,8720
"33382",2012,"INDIANA","SCOTT",18143,"REPUBLICAN",4539,8720
"33384",2012,"INDIANA","SHELBY",18145,"DEMOCRAT",5359,16760
"33385",2012,"INDIANA","SHELBY",18145,"REPUBLICAN",10978,16760
"33387",2012,"INDIANA","SPENCER",18147,"DEMOCRAT",4026,9728
"33388",2012,"INDIANA","SPENCER",18147,"REPUBLICAN",5515,9728
"33390",2012,"INDIANA","STARKE",18149,"DEMOCRAT",3809,8754
"33391",2012,"INDIANA","STARKE",18149,"REPUBLICAN",4738,8754
"33393",2012,"INDIANA","STEUBEN",18151,"DEMOCRAT",4853,13695
"33394",2012,"INDIANA","STEUBEN",18151,"REPUBLICAN",8547,13695
"33396",2012,"INDIANA","SULLIVAN",18153,"DEMOCRAT",3191,8290
"33397",2012,"INDIANA","SULLIVAN",18153,"REPUBLICAN",4902,8290
"33399",2012,"INDIANA","SWITZERLAND",18155,"DEMOCRAT",1437,3397
"33400",2012,"INDIANA","SWITZERLAND",18155,"REPUBLICAN",1872,3397
"33402",2012,"INDIANA","TIPPECANOE",18157,"DEMOCRAT",26711,56896
"33403",2012,"INDIANA","TIPPECANOE",18157,"REPUBLICAN",28757,56896
"33405",2012,"INDIANA","TIPTON",18159,"DEMOCRAT",2432,7365
"33406",2012,"INDIANA","TIPTON",18159,"REPUBLICAN",4773,7365
"33408",2012,"INDIANA","UNION",18161,"DEMOCRAT",1018,3100
"33409",2012,"INDIANA","UNION",18161,"REPUBLICAN",2022,3100
"33411",2012,"INDIANA","VANDERBURGH",18163,"DEMOCRAT",31725,72404
"33412",2012,"INDIANA","VANDERBURGH",18163,"REPUBLICAN",39389,72404
"33414",2012,"INDIANA","VERMILLION",18165,"DEMOCRAT",2979,6581
"33415",2012,"INDIANA","VERMILLION",18165,"REPUBLICAN",3426,6581
"33417",2012,"INDIANA","VIGO",18167,"DEMOCRAT",19712,39877
"33418",2012,"INDIANA","VIGO",18167,"REPUBLICAN",19369,39877
"33420",2012,"INDIANA","WABASH",18169,"DEMOCRAT",3973,12874
"33421",2012,"INDIANA","WABASH",18169,"REPUBLICAN",8644,12874
"33423",2012,"INDIANA","WARREN",18171,"DEMOCRAT",1324,3800
"33424",2012,"INDIANA","WARREN",18171,"REPUBLICAN",2377,3800
"33426",2012,"INDIANA","WARRICK",18173,"DEMOCRAT",8793,24630
"33427",2012,"INDIANA","WARRICK",18173,"REPUBLICAN",15351,24630
"33429",2012,"INDIANA","WASHINGTON",18175,"DEMOCRAT",3909,10737
"33430",2012,"INDIANA","WASHINGTON",18175,"REPUBLICAN",6533,10737
"33432",2012,"INDIANA","WAYNE",18177,"DEMOCRAT",10591,25477
"33433",2012,"INDIANA","WAYNE",18177,"REPUBLICAN",14321,25477
"33435",2012,"INDIANA","WELLS",18179,"DEMOCRAT",3436,12935
"33436",2012,"INDIANA","WELLS",18179,"REPUBLICAN",9256,12935
"33438",2012,"INDIANA","WHITE",18181,"DEMOCRAT",3637,9903
"33439",2012,"INDIANA","WHITE",18181,"REPUBLICAN",5970,9903
"33441",2012,"INDIANA","WHITLEY",18183,"DEMOCRAT",4420,15011
"33442",2012,"INDIANA","WHITLEY",18183,"REPUBLICAN",10258,15011
"33444",2012,"IOWA","ADAIR",19001,"DEMOCRAT",1790,3996
"33445",2012,"IOWA","ADAIR",19001,"REPUBLICAN",2114,3996
"33447",2012,"IOWA","ADAMS",19003,"DEMOCRAT",1028,2185
"33448",2012,"IOWA","ADAMS",19003,"REPUBLICAN",1108,2185
"33450",2012,"IOWA","ALLAMAKEE",19005,"DEMOCRAT",3553,6934
"33451",2012,"IOWA","ALLAMAKEE",19005,"REPUBLICAN",3264,6934
"33453",2012,"IOWA","APPANOOSE",19007,"DEMOCRAT",2951,6245
"33454",2012,"IOWA","APPANOOSE",19007,"REPUBLICAN",3161,6245
"33456",2012,"IOWA","AUDUBON",19009,"DEMOCRAT",1611,3457
"33457",2012,"IOWA","AUDUBON",19009,"REPUBLICAN",1802,3457
"33459",2012,"IOWA","BENTON",19011,"DEMOCRAT",6862,14023
"33460",2012,"IOWA","BENTON",19011,"REPUBLICAN",6940,14023
"33462",2012,"IOWA","BLACK HAWK",19013,"DEMOCRAT",39821,67141
"33463",2012,"IOWA","BLACK HAWK",19013,"REPUBLICAN",26235,67141
"33465",2012,"IOWA","BOONE",19015,"DEMOCRAT",7512,14388
"33466",2012,"IOWA","BOONE",19015,"REPUBLICAN",6556,14388
"33468",2012,"IOWA","BREMER",19017,"DEMOCRAT",6763,13346
"33469",2012,"IOWA","BREMER",19017,"REPUBLICAN",6405,13346
"33471",2012,"IOWA","BUCHANAN",19019,"DEMOCRAT",5911,10535
"33472",2012,"IOWA","BUCHANAN",19019,"REPUBLICAN",4450,10535
"33474",2012,"IOWA","BUENA VISTA",19021,"DEMOCRAT",3700,8383
"33475",2012,"IOWA","BUENA VISTA",19021,"REPUBLICAN",4554,8383
"33477",2012,"IOWA","BUTLER",19023,"DEMOCRAT",3329,7545
"33478",2012,"IOWA","BUTLER",19023,"REPUBLICAN",4106,7545
"33480",2012,"IOWA","CALHOUN",19025,"DEMOCRAT",2238,5230
"33481",2012,"IOWA","CALHOUN",19025,"REPUBLICAN",2891,5230
"33483",2012,"IOWA","CARROLL",19027,"DEMOCRAT",4947,10674
"33484",2012,"IOWA","CARROLL",19027,"REPUBLICAN",5601,10674
